syntitem,pointitem,offset
hsi_4_0717_211_001_main__ggpt__576,st2.7431_7795_1.28stretch,-0.3317999999999999
hsi_7_0719_222_002_main__ggpt__578,st1.17976_18360_1.19stretch,-0.36749999999999994
hsi_5_0718_211_002_main__ggpt__580,st1_mirrored.22983_23268_1.03stretch,0.02860000000000018
hsi_6_0718_211_001_main__ggpt__581,st1.17235_17589,0.029000000000000026
hsi_6_0718_211_002_main__ggpt__587,st1_mirrored.23273_23656,-0.666
hsi_5_0718_227_001_main__ggpt__592,st2_mirrored.7431_7795_1.31stretch,-0.6126
hsi_6_0718_227_002_main__ggpt__594,st1_mirrored.34065_34416_1.33stretch,-1.9525000000000001
hsi_3_0715_227_003_main__ggpt__597,st2.11976_12272_1.25stretch,0.05300000000000005
hsi_5_0718_210_001_main__ggpt__598,st1_mirrored.23661_23983_0.82stretch,-1.3312
hsi_6_0718_222_003_main__ggpt__601,st1.26421_26880_0.89stretch,-0.5458000000000001
hsi_5_0718_222_002_main__ggpt__602,st2_mirrored.5294_5623_1.29stretch,0.05750000000000011
hsi_6_0718_210_002_main__ggpt__603,st2.6146_6478_0.92stretch,-0.3228
hsi_6_0718_227_001_main__ggpt__604,st1_mirrored.9745_10055_1.25stretch,-1.178
hsi_4_0717_222_003_main__ggpt__619,st1.4446_4759_1.4stretch,-0.7999999999999999
hsi_3_0715_227_001_main__ggpt__623,st2.6146_6478_1.28stretch,0.03479999999999994
hsi_4_0717_227_002_main__ggpt__626,st1.8087_8452_0.97stretch,0.019100000000000006
hsi_5_0718_210_002_main__ggpt__630,st1_mirrored.22983_23268_1.24stretch,0.0008000000000001339
hsi_4_0717_209_003_main__ggpt__632,st2.5628_6141_0.81stretch,0.005900000000000016
hsi_5_0718_211_002_main__ggpt__633,st1_mirrored.17976_18360_0.95stretch,0.015499999999999958
hsi_3_0715_227_004_main__ggpt__636,st1.8087_8452_1.35stretch,-0.4704999999999999
hsi_7_0719_209_001_main__ggpt__638,st2.1815_2311_0.89stretch,-0.4567999999999999
hsi_4_0717_211_002_main__ggpt__646,st2_mirrored.5294_5623_0.86stretch,-0.30000000000000004
hsi_6_0718_227_002_main__ggpt__647,st1.27774_28020_1.04stretch,-0.5919999999999999
hsi_3_0715_227_003_main__ggpt__650,st1_mirrored.7758_8082_1.39stretch,-0.3987000000000003
hsi_4_0717_209_001_main__ggpt__652,st2_mirrored.7800_8288_1.01stretch,-1.0947
hsi_5_0718_211_003_main__ggpt__653,st2_mirrored.7431_7795_1.16stretch,0.005399999999999849
hsi_6_0718_222_003_main__ggpt__654,st1.7376_7753,-0.7020000000000001
hsi_6_0718_227_001_main__ggpt__657,st1_mirrored.28398_28825_1.07stretch,-1.3688
hsi_4_0717_227_003_main__ggpt__658,st1.7758_8082_1.4stretch,-0.34099999999999997
hsi_7_0719_210_003_main__ggpt__659,st1.7376_7753_0.82stretch,0.0
hsi_4_0717_210_001_main__ggpt__661,st1.11922_12193_1.07stretch,-0.5021
hsi_5_0718_209_003_main__ggpt__663,st1.11922_12193_1.0stretch,-1.4369999999999998
hsi_5_0718_222_003_main__ggpt__664,st2.7431_7795,0.03699999999999992
hsi_5_0718_227_002_main__ggpt__668,st1.8457_8944,-0.6179999999999999
hsi_4_0717_210_003_main__ggpt__670,st2.9428_9874_1.01stretch,-0.4993000000000001
hsi_7_0719_222_004_main__ggpt__673,st1.22983_23268_0.9stretch,-0.3849999999999998
hsi_3_0715_210_010_main__ggpt__681,st2.6146_6478,0.018000000000000016
hsi_7_0719_222_002_main__ggpt__684,st1.7376_7753_1.04stretch,-0.6769999999999999
hsi_4_0717_209_003_main__ggpt__685,st1_mirrored.19997_20370_1.18stretch,-0.47919999999999985
hsi_4_0717_211_002_main__ggpt__699,st1.33801_34062_1.01stretch,-1.0236999999999998
hsi_6_0718_210_002_main__ggpt__709,st1.25614_26056_1.01stretch,-1.2597999999999998
hsi_6_0718_227_001_main__ggpt__710,st2_mirrored.1527_1810_1.35stretch,0.023500000000000076
hsi_7_0719_210_003_main__ggpt__712,st1.43572_44146_0.83stretch,0.0033000000000000806
hsi_4_0717_227_004_main__ggpt__713,st2_mirrored.11976_12272_1.24stretch,0.0796
hsi_3_0715_227_002_main__ggpt__719,st1.17976_18360_1.16stretch,-0.2929999999999999
hsi_5_0718_209_001_main__ggpt__720,st1_mirrored.14865_15137_1.04stretch,-1.1408
hsi_7_0719_211_004_main__ggpt__724,st1.12960_13246_0.98stretch,0.00039999999999995595
hsi_7_0719_210_001_main__ggpt__728,st1.9453_9745_1.12stretch,-0.5157999999999999
hsi_5_0718_209_002_main__ggpt__730,st1_mirrored.17594_17971_0.86stretch,0.0008000000000000229
hsi_6_0718_209_003_main__ggpt__731,st1_mirrored.17235_17589,0.07699999999999996
hsi_4_0717_227_002_main__ggpt__732,st2.1527_1810_1.31stretch,0.000300000000000078
hsi_6_0718_209_001_main__ggpt__733,st1.9453_9745_1.06stretch,-0.5723999999999999
hsi_4_0717_211_001_main__ggpt__735,st1.20375_20767_1.12stretch,-0.2722
hsi_7_0719_222_002_main__ggpt__737,st1_mirrored.16796_17230_1.03stretch,-0.48829999999999996
hsi_5_0718_211_002_main__ggpt__739,st1_mirrored.38708_39256_0.89stretch,-0.7165000000000001
hsi_6_0718_211_001_main__ggpt__740,st1.45687_45953_0.86stretch,0.184
hsi_7_0719_210_002_main__ggpt__741,st1.20375_20767_1.11stretch,0.011400000000000077
hsi_7_0719_227_003_main__ggpt__747,st2.3083_3415_1.16stretch,-0.5454000000000001
hsi_6_0718_227_002_main__ggpt__753,st1_mirrored.26885_27456_0.83stretch,-0.9837000000000001
hsi_4_0717_211_003_main__ggpt__754,st1_mirrored.3015_3401_1.07stretch,-0.9847000000000001
hsi_5_0718_210_001_main__ggpt__757,st2.2316_2727,-0.804
hsi_6_0718_222_003_main__ggpt__760,st2.6146_6478_1.27stretch,0.02719999999999989
hsi_7_0719_210_003_main__ggpt__765,st1.23273_23656_0.91stretch,0.006900000000000017
hsi_4_0717_210_003_main__ggpt__776,st1_mirrored.8087_8452,0.018000000000000016
hsi_7_0719_222_004_main__ggpt__779,st2_mirrored.9428_9874,-0.492
hsi_5_0718_210_002_main__ggpt__789,st1.33801_34062_0.9stretch,-0.6539999999999999
hsi_7_0719_222_002_main__ggpt__790,st1_mirrored.7758_8082,0.009000000000000008
hsi_5_0718_211_002_main__ggpt__792,st1_mirrored.17594_17971_1.28stretch,-0.5716000000000001
hsi_6_0718_210_001_main__ggpt_2__3,st1.25173_25609,-0.998
hsi_7_0719_209_003_main__ggpt_2__8,st1_mirrored.7376_7753,-1.335
hsi_4_0717_211_003_main__ggpt_2__12,st2.7431_7795_1.09stretch,0.0005999999999999339
hsi_4_0717_227_003_main__ggpt_2__22,st1.22118_22432_0.82stretch,0.46919999999999995
hsi_4_0717_210_001_main__ggpt_2__25,st2_mirrored.7035_7426_1.09stretch,-1.7964000000000002
hsi_5_0718_209_003_main__ggpt_2__27,st1.35000_35472_1.04stretch,-0.8728
hsi_3_0715_227_002_main__ggpt_2__30,st1_mirrored.34421_34995_0.86stretch,-0.9816000000000001
hsi_5_0718_227_002_main__ggpt_2__32,st1.16796_17230_0.94stretch,-0.6358
hsi_4_0717_210_003_main__ggpt_2__34,st2.2316_2727_1.11stretch,-1.0375
hsi_4_0717_222_003_main__ggpt_2__36,st2.11449_11971_0.9stretch,-0.654
hsi_4_0717_211_001_main__ggpt_2__46,st2.1815_2311_0.99stretch,-0.9378
hsi_5_0718_210_002_main__ggpt_2__47,st1.25173_25609_0.83stretch,0.0007000000000000339
hsi_4_0717_209_003_main__ggpt_2__49,st2_mirrored.6483_7030_0.86stretch,-0.8523999999999999
hsi_7_0719_210_002_main__ggpt_2__52,st1_mirrored.7376_7753_1.26stretch,-0.581
hsi_7_0719_211_002_main__ggpt_2__54,st1.22983_23268_0.95stretch,-0.3405
hsi_6_0718_211_002_main__ggpt_2__57,st1_mirrored.19997_20370_1.01stretch,-1.1089
hsi_7_0719_227_003_main__ggpt_2__58,st2.6146_6478_0.9stretch,-0.33699999999999997
hsi_5_0718_227_001_main__ggpt_2__62,st1_mirrored.33801_34062_1.33stretch,0.000200000000000089
hsi_5_0718_210_001_main__ggpt_2__68,st1.11922_12193_0.86stretch,-0.6447999999999999
hsi_4_0717_209_001_main__ggpt_2__69,st1_mirrored.17976_18360_0.86stretch,-0.20399999999999996
hsi_6_0718_210_002_main__ggpt_2__73,st2.3083_3415_1.19stretch,-0.7615999999999999
hsi_5_0718_222_003_main__ggpt_2__81,st1.9453_9745,-1.432
hsi_3_0715_227_002_main__ggpt_2__83,st1.28025_28393_1.31stretch,-1.6088999999999998
hsi_5_0718_209_001_main__ggpt_2__84,st1.16330_16795_0.92stretch,0.02180000000000004
hsi_4_0717_210_003_main__ggpt_2__87,st1_mirrored.15138_15625,-2.3409999999999997
hsi_7_0719_211_004_main__ggpt_2__88,st1.16796_17230_0.92stretch,-0.5174
hsi_4_0717_222_003_main__ggpt_2__89,st2_mirrored.6146_6478,0.0029999999999998916
hsi_7_0719_222_004_main__ggpt_2__90,st1.12960_13246,0.010000000000000009
hsi_3_0715_227_001_main__ggpt_2__93,st2.5628_6141_0.91stretch,0.029900000000000038
hsi_4_0717_227_002_main__ggpt_2__96,st1_mirrored.17594_17971_1.23stretch,-0.4696
hsi_4_0717_211_001_main__ggpt_2__99,st1_mirrored.19997_20370_1.14stretch,-0.6346
hsi_5_0718_210_002_main__ggpt_2__100,st1.25614_26056_1.1stretch,-1.2089999999999999
hsi_5_0718_211_002_main__ggpt_2__103,st2_mirrored.3083_3415_1.38stretch,-0.46419999999999995
hsi_7_0719_209_001_main__ggpt_2__108,st1_mirrored.7758_8082_1.07stretch,0.005900000000000016
hsi_7_0719_227_003_main__ggpt_2__111,st1_mirrored.22437_22978_0.86stretch,-1.4549999999999998
hsi_6_0718_227_002_main__ggpt_2__117,st1_mirrored.26061_26416_1.18stretch,-1.1884000000000001
hsi_5_0718_210_001_main__ggpt_2__121,st1.35477_35907_0.97stretch,-0.4358000000000001
hsi_5_0718_211_003_main__ggpt_2__123,st1.20375_20767_1.04stretch,0.018600000000000172
hsi_6_0718_222_003_main__ggpt_2__124,st1_mirrored.23273_23656_0.91stretch,1.1102230246251565e-16
hsi_6_0718_210_002_main__ggpt_2__126,st1.14865_15137_1.12stretch,0.013399999999999967
hsi_7_0719_210_003_main__ggpt_2__129,st2_mirrored.11976_12272,0.039000000000000035
hsi_5_0718_222_003_main__ggpt_2__134,st1_mirrored.11922_12193,-1.4100000000000001
hsi_3_0715_209_006_main__ggpt_2__135,st1.9745_10055_1.37stretch,-0.6724
hsi_5_0718_209_001_main__ggpt_2__137,st1.13251_13486,-1.7249999999999999
hsi_5_0718_227_002_main__ggpt_2__138,st2_mirrored.1815_2311_0.99stretch,-0.6997999999999998
hsi_7_0719_211_004_main__ggpt_2__141,st2_mirrored.11976_12272_1.33stretch,0.021200000000000108
hsi_6_0718_222_001_main__ggpt_2__144,st2.11976_12272,0.0020000000000000018
hsi_4_0717_227_002_main__ggpt_2__149,st1_mirrored.23273_23656_0.99stretch,-0.681
hsi_6_0718_211_001_main__ggpt_2__157,st2_mirrored.4179_4492_0.83stretch,0.1267
hsi_7_0719_209_001_main__ggpt_2__161,st1_mirrored.26421_26880_0.87stretch,0.03629999999999989
hsi_6_0718_210_001_main__ggpt_2__162,st1.22118_22432_1.31stretch,-1.3489
hsi_6_0718_211_002_main__ggpt_2__163,st1_mirrored.47091_47610_0.81stretch,0.005800000000000027
hsi_7_0719_227_003_main__ggpt_2__164,st2_mirrored.1815_2311_0.94stretch,-1.2757999999999998
hsi_3_0715_209_008_main__ggpt_2__166,st1_mirrored.27774_28020_1.03stretch,-1.0791999999999997
hsi_5_0718_227_001_main__ggpt_2__168,st1_mirrored.27461_27769_0.86stretch,-1.1059999999999999
hsi_6_0718_227_001_main__ggpt_2__180,st1_mirrored.27461_27769_0.9stretch,-1.057
hsi_4_0717_227_003_main__ggpt_2__181,st2.2316_2727_1.04stretch,-0.9179999999999999
hsi_4_0717_227_004_main__ggpt_2__183,st2_mirrored.1527_1810_1.0stretch,-0.6539999999999999
hsi_5_0718_227_002_main__ggpt_2__191,st1_mirrored.8949_9448_0.9stretch,-0.4899999999999999
hsi_5_0718_209_002_main__ggpt_2__200,st1.35000_35472_0.89stretch,-0.6692999999999999
hsi_6_0718_209_001_main__ggpt_2__203,st2.3083_3415_1.36stretch,-0.4463999999999999
hsi_4_0717_211_001_main__ggpt_2__205,st1.19997_20370_1.19stretch,-0.4830000000000001
hsi_4_0717_209_003_main__ggpt_2__208,st1.25173_25609_0.91stretch,-0.7570999999999999
hsi_6_0718_211_001_main__ggpt_2__210,st1_mirrored.27774_28020_0.89stretch,-1.1945999999999999
hsi_7_0719_211_002_main__ggpt_2__213,st1.8087_8452_1.0stretch,0.01200000000000001
hsi_6_0718_210_001_main__ggpt_2__215,st1_mirrored.13251_13486_1.26stretch,0.00039999999999995595
hsi_4_0717_211_002_main__ggpt_2__222,st2.7431_7795_0.9stretch,0.0050000000000000044
hsi_4_0717_209_001_main__ggpt_2__228,st1_mirrored.34065_34416_1.24stretch,-1.2149999999999999
hsi_6_0718_222_003_main__ggpt_2__230,st1_mirrored.17235_17589_0.82stretch,-1.4042
hsi_6_0718_210_002_main__ggpt_2__232,st1.19997_20370,0.02300000000000002
hsi_3_0715_210_011_main__ggpt_2__245,st1_mirrored.35000_35472,-0.6030000000000001
hsi_4_0717_210_003_main__ggpt_2__246,st2.5628_6141_0.83stretch,0.03169999999999984
hsi_4_0717_222_003_main__ggpt_2__248,st1.8457_8944_0.89stretch,-0.4961
hsi_7_0719_222_004_main__ggpt_2__249,st1_mirrored.16796_17230,-0.405
hsi_6_0718_222_001_main__ggpt_2__250,st1_mirrored.4446_4759_1.33stretch,-1.0999999999999999
hsi_4_0717_227_002_main__ggpt_2__255,st1.25614_26056,-1.264
hsi_6_0718_209_001_main__ggpt_2__256,st2_mirrored.2732_3078_1.28stretch,-0.8931999999999999
hsi_4_0717_211_001_main__ggpt_2__258,st1_mirrored.35000_35472_0.92stretch,-0.7921999999999999
hsi_6_0718_211_001_main__ggpt_2__263,st1.29108_29395_0.82stretch,0.174
hsi_7_0719_211_002_main__ggpt_2__266,st1.7376_7753_0.89stretch,0.02200000000000002
hsi_7_0719_209_001_main__ggpt_2__267,st1_mirrored.26421_26880,-0.41900000000000004
hsi_6_0718_211_002_main__ggpt_2__269,st1_mirrored.34065_34416_1.27stretch,-0.9714999999999999
hsi_7_0719_227_003_main__ggpt_2__270,st1_mirrored.17235_17589_1.08stretch,0.009200000000000097
hsi_7_0719_209_003_main__ggpt_2__273,st1.27461_27769,-0.6050000000000001
hsi_5_0718_227_001_main__ggpt_2__274,st2.11449_11971_0.87stretch,-1.088
hsi_6_0718_227_002_main__ggpt_2__276,st1_mirrored.16796_17230_0.86stretch,0.012399999999999967
hsi_5_0718_211_003_main__ggpt_2__282,st1.22983_23268_1.23stretch,0.021300000000000097
hsi_5_0718_209_003_main__ggpt_2__292,st1_mirrored.20375_20767_1.04stretch,0.0016000000000000458
hsi_5_0718_222_003_main__ggpt_2__293,st1_mirrored.33801_34062_0.94stretch,-1.3204
hsi_7_0719_211_004_main__ggpt_2__300,st1_mirrored.33801_34062_1.34stretch,0.005600000000000049
hsi_5_0718_209_002_main__ggpt_2__306,st2_mirrored.6146_6478_1.12stretch,0.02520000000000011
hsi_6_0718_209_003_main__ggpt_2__307,st1.11922_12193,-1.045
hsi_7_0719_210_002_main__ggpt_2__317,st1_mirrored.17594_17971,0.031000000000000028
hsi_7_0719_211_002_main__ggpt_2__319,st1_mirrored.27774_28020,-1.007
hsi_7_0719_209_001_main__ggpt_2__320,st1_mirrored.47091_47610_0.92stretch,0.035600000000000076
hsi_6_0718_211_002_main__ggpt_2__322,st1.14865_15137_1.13stretch,0.0005999999999999339
hsi_5_0718_210_003_main__ggpt_2__324,st1.7758_8082_0.86stretch,-2.1898
hsi_3_0715_209_008_main__ggpt_2__325,st1.17976_18360_1.2stretch,-0.33000000000000007
hsi_5_0718_227_001_main__ggpt_2__327,st1_mirrored.19997_20370_0.89stretch,0.03090000000000004
hsi_4_0717_211_003_main__ggpt_2__330,st1.28398_28825_1.07stretch,-1.2155
hsi_4_0717_209_001_main__ggpt_2__334,st2_mirrored.2316_2727,-0.746
hsi_4_0717_227_003_main__ggpt_2__340,st2_mirrored.6146_6478_1.11stretch,0.006600000000000161
hsi_4_0717_210_001_main__ggpt_2__343,st2.7800_8288_0.94stretch,-0.9268000000000002
hsi_5_0718_222_003_main__ggpt_2__346,st1_mirrored.13251_13486,-1.363
hsi_4_0717_210_003_main__ggpt_2__352,st1.4446_4759_0.81stretch,0.016000000000000014
hsi_7_0719_211_004_main__ggpt_2__353,st1.9453_9745_1.09stretch,-0.20009999999999983
hsi_6_0718_222_001_main__ggpt_2__356,st1_mirrored.20375_20767_1.12stretch,-0.033199999999999896
hsi_7_0719_210_001_main__ggpt_2__357,st1.7758_8082_1.37stretch,-0.30709999999999993
hsi_4_0717_227_002_main__ggpt_2__361,st1_mirrored.8087_8452_1.28stretch,-0.4635999999999998
hsi_5_0718_210_002_main__ggpt_2__365,st1.8087_8452,0.006000000000000005
hsi_7_0719_222_002_main__ggpt_2__366,st1.19997_20370_0.92stretch,0.0050000000000001155
hsi_7_0719_209_001_main__ggpt_2__373,st2.2316_2727_1.12stretch,-1.208
hsi_6_0718_211_002_main__ggpt_2__375,st1_mirrored.27461_27769_1.23stretch,0.02400000000000002
hsi_7_0719_227_003_main__ggpt_2__376,st1.4446_4759_1.37stretch,-0.744
hsi_5_0718_210_003_main__ggpt_2__377,st1_mirrored.17594_17971_0.9stretch,0.0010000000000000009
hsi_3_0715_209_008_main__ggpt_2__378,st1.33801_34062_0.87stretch,-1.4588999999999999
hsi_5_0718_227_001_main__ggpt_2__380,st1_mirrored.13491_13941,-1.0659999999999998
hsi_4_0717_209_001_main__ggpt_2__387,st1.27774_28020,-0.988
hsi_5_0718_211_003_main__ggpt_2__388,st2.7800_8288_0.98stretch,-0.7356
hsi_7_0719_210_003_main__ggpt_2__394,st1.27774_28020_0.82stretch,-2.798
hsi_4_0717_209_002_main__ggpt_2__397,st1_mirrored.35477_35907_0.98stretch,-0.5114
hsi_3_0715_227_002_main__ggpt_2__401,st2_mirrored.7431_7795_1.32stretch,-0.33420000000000005
hsi_7_0719_210_001_main__ggpt_2__410,st2_mirrored.3083_3415,0.0
hsi_5_0718_209_002_main__ggpt_2__412,st1_mirrored.11922_12193_1.04stretch,-1.0211999999999999
hsi_7_0719_211_002_main__ggpt_2__425,st2.1527_1810_1.14stretch,0.009199999999999986
hsi_6_0718_210_001_main__ggpt_2__427,st1_mirrored.7376_7753_1.03stretch,-0.7
hsi_6_0718_211_002_main__ggpt_2__428,st1_mirrored.17976_18360_1.28stretch,0.009000000000000119
hsi_5_0718_227_001_main__ggpt_2__433,st1.34421_34995_0.85stretch,-0.8480000000000001
hsi_4_0717_211_002_main__ggpt_2__434,st1.17976_18360,0.025000000000000133
hsi_7_0719_210_003_main__ggpt_2__447,st1.22983_23268_1.28stretch,0.0008000000000001339
hsi_4_0717_209_002_main__ggpt_2__450,st2.5294_5623_0.86stretch,-0.3400000000000001
hsi_3_0715_227_002_main__ggpt_2__454,st2_mirrored.8293_8847_0.87stretch,-0.9861
hsi_6_0718_222_001_main__ggpt_2__462,st1.12960_13246_0.86stretch,-1.3432
hsi_3_0715_227_001_main__ggpt_2__464,st2_mirrored.1815_2311_0.91stretch,-0.47119999999999984
hsi_7_0719_222_002_main__ggpt_2__472,st1.11922_12193_1.32stretch,0.0014000000000000679
hsi_4_0717_209_003_main__ggpt_2__473,st1.13491_13941_1.05stretch,-0.8625
hsi_5_0718_211_002_main__ggpt_2__474,st2_mirrored.7800_8288_1.02stretch,-1.2593999999999999
hsi_7_0719_211_002_main__ggpt_2__478,st1.13251_13486_1.12stretch,-0.5703999999999998
hsi_6_0718_211_002_main__ggpt_2__481,st1_mirrored.12960_13246_0.94stretch,-0.9284
hsi_5_0718_210_003_main__ggpt_2__483,st1_mirrored.25173_25609,-0.7969999999999999
hsi_3_0715_227_003_main__ggpt_2__491,st1_mirrored.35477_35907,-0.5010000000000001
hsi_4_0717_209_001_main__ggpt_2__493,st1.4764_5084,-0.54
hsi_6_0718_227_001_main__ggpt_2__498,st1.33801_34062,-1.205
hsi_4_0717_227_004_main__ggpt_2__501,st2.11449_11971_0.82stretch,-0.932
hsi_4_0717_210_001_main__ggpt_2__502,st1_mirrored.14865_15137_0.82stretch,-1.0154
hsi_4_0717_209_002_main__ggpt_2__503,st1_mirrored.22983_23268,0.0050000000000001155
hsi_5_0718_222_003_main__ggpt_2__505,st1.33801_34062_1.04stretch,-1.2268
hsi_7_0719_210_001_main__ggpt_2__516,st1_mirrored.8949_9448_0.93stretch,-0.8869999999999998
hsi_5_0718_209_002_main__ggpt_2__518,st1.17235_17589_1.16stretch,0.015800000000000036
hsi_7_0719_210_002_main__ggpt_2__529,st1.45132_45682_0.87stretch,-0.9406
hsi_6_0718_210_001_main__ggpt_2__533,st2.2732_3078_1.16stretch,-1.0684
hsi_7_0719_227_003_main__ggpt_2__535,st1.7758_8082_0.81stretch,-1.2612999999999999
hsi_7_0719_209_003_main__ggpt_2__538,st1_mirrored.16796_17230_0.98stretch,-0.5258
hsi_6_0718_227_002_main__ggpt_2__541,st2_mirrored.1815_2311,-0.655
hsi_7_0719_227_002_main__ggpt_2__543,st2_mirrored.5294_5623_1.03stretch,0.019500000000000073
hsi_5_0718_210_001_main__ggpt_2__545,st1_mirrored.8087_8452_1.15stretch,0.0034999999999998366
hsi_4_0717_209_001_main__ggpt_2__546,st1.11922_12193_1.37stretch,0.010900000000000132
hsi_5_0718_211_003_main__ggpt_2__547,st1.17235_17589_0.87stretch,-0.5828999999999999
hsi_6_0718_227_001_main__ggpt_2__551,st2_mirrored.8293_8847_0.82stretch,-0.4646
hsi_7_0719_210_003_main__ggpt_2__553,st1_mirrored.16330_16795,0.02499999999999991
hsi_4_0717_209_002_main__ggpt_2__556,st1.22437_22978_0.89stretch,-1.4644
hsi_5_0718_227_002_main__ggpt_2__562,st2_mirrored.1527_1810_0.97stretch,-0.9679
hsi_6_0718_209_003_main__ggpt_2__572,st1.34065_34416_1.18stretch,-0.9138000000000001
hsi_3_0715_210_010_main__ggpt_2__575,st1.26421_26880_1.01stretch,-0.31220000000000003
hsi_5_0718_210_002_main__ggpt_2__577,st2_mirrored.3083_3415_1.31stretch,-0.6714
hsi_7_0719_209_001_main__ggpt_2__585,st1_mirrored.8087_8452_0.96stretch,0.036800000000000055
hsi_6_0718_211_002_main__ggpt_2__587,st1_mirrored.11922_12193_0.82stretch,-1.1506
hsi_3_0715_209_008_main__ggpt_2__590,st2.5294_5623_1.29stretch,0.01649999999999996
hsi_4_0717_211_002_main__ggpt_2__593,st1.32625_33129_0.95stretch,-0.4255000000000002
hsi_6_0718_227_002_main__ggpt_2__594,st1.23273_23656_1.05stretch,-0.7214999999999998
hsi_5_0718_210_001_main__ggpt_2__598,st2_mirrored.7800_8288,-1.1879999999999997
hsi_4_0717_209_001_main__ggpt_2__599,st1.16796_17230_0.9stretch,-0.5990000000000001
hsi_5_0718_222_002_main__ggpt_2__602,st1_mirrored.13251_13486_1.19stretch,-1.2484
hsi_6_0718_210_002_main__ggpt_2__603,st2_mirrored.7431_7795_1.02stretch,0.015800000000000036
