object_label,context,utterance,filename,topic,object_id,ref_type,plurality,recording_id,segment_id
that light,The floor lamp stands by the desk.,Well then I'll just have to turn that light off.,hsi_4_0717_211_001_72_000_color.png,FloorLamp_75348c2c,FloorLamp_75348c2c,exact,single,hsi_4_0717_211_001,72
it's a plasma,The plasma television is mounted on the wall.,"It's a, no and it's a plasma.",hsi_5_0718_222_002_81_001_color.png,Television_f9d000b1,Television_f9d000b1,exact,single,hsi_5_0718_222_002,81
a couch,A sofa is placed in the room.,"well, there's a couch and a",hsi_4_0717_209_003_12_001_color.png,sofa,sofa,exact,single,hsi_4_0717_209_003,12
this space,The sofa is positioned in the middle of the room.,I think that would open up this space.,hsi_4_0717_209_003_16_001_color.png,sofa,room,exact,single,hsi_4_0717_209_003,16
the laptop,The laptop rests on the main desk.,"Ah, yeah, I should maybe purchase a auxiliary table for the laptop.",hsi_7_0719_210_001_40_000_color.png,Laptop_b59db75f,Laptop_b59db75f,exact,single,hsi_7_0719_210_001,40
the TV,A house plant sits by the TV and another in the window.,By the TV and also one in the window.,hsi_4_0717_211_002_50_000_color.png,house plant,Television_f5fb6360,exact,single,hsi_4_0717_211_002,50
a desk,The desk is placed in the beautiful room.,"Yes, and and now you have [spn] like the the the desk there. Why why do you have a desk in this beautiful room? And and why do you have the sofa?",hsi_5_0718_209_003_4_001_color.png,Desk_204_1,Desk_204_1,exact,single,hsi_5_0718_209_003,4
The bureau,The dresser stands near the couch.,"The bureau! Let's call it a bureau. It's not really but that's the name right now. So desk, bureau and the couch",hsi_4_0717_209_003_35_000_color.png,dresser,dresser,exact,single,hsi_4_0717_209_003,35
the windows,The house plant sits next to the east-facing windows.,"So I would just put them really, really next to the windows and where the sun comes because you're not facing south here, you're facing east.",hsi_7_0719_227_003_66_001_color.png,house plant,Windows,exact,single,hsi_7_0719_227_003,66
that book,The book sits right there.,It's actually that book right there.,hsi_6_0718_209_001_125_000_color.png,Book_7e290dff,Book_7e290dff,exact,single,hsi_6_0718_209_001,125
the table,The table stands near the furniture.,"Eh no, the tables, the table and the and the furniture there.",hsi_7_0719_209_003_15_001_color.png,tables,CoffeeTable_0f0649ce,exact,single,hsi_7_0719_209_003,15
the sofa,The sofa sits near the fireplace.,"safe so you can see if something... and of course, eh wh- what I think would be nice is that [smack] because you you have that fireplace there and and do does it work? It does! Because then I think you should [smack] maybe if we could get rid of the sofa and the armchair and get something that was...",hsi_5_0718_209_003_10_003_color.png,Sofa_dcb895fb,Sofa_dcb895fb,exact,single,hsi_5_0718_209_003,10
mat,The Persian rug lies on the floor.,"Actually, [laugh], you know, this is Persian eh mat, but it's not from Iran.",hsi_3_0715_210_010_5_001_color.png,rug,Rug,exact,single,hsi_3_0715_210_010,5
statue,The white fertility statue stands prominently in the room.,"But I think that statue there, the white one, the lady.",hsi_7_0719_227_002_100_000_color.png,FertilityStatue_dcd19fe9,FertilityStatue_dcd19fe9,exact,single,hsi_7_0719_227_002,100
the painting,The painting hangs on the living room wall.,You cleaned the painting.,hsi_7_0719_211_004_23_000_color.png,Painting_5ebe949b,Painting_5ebe949b,exact,single,hsi_7_0719_211_004,23
a box,The box sits on the big couch.,Is that a box?,hsi_4_0717_210_003_60_000_color.png,Box_acb44c64,Box_acb44c64,exact,single,hsi_4_0717_210_003,60
watch,The television is positioned in the living room for watching sports.,"Ah, because if you have guests, and and as I said, I watch [breath] some sports. I'm not a sports fan, [breath] but if I want to see something and if you invite someone home, you could eh watch the TV.",hsi_5_0718_222_002_83_000_color.png,Television_f9d000b1,Television_f9d000b1,exact,single,hsi_5_0718_222_002,83
old black and white one,The old black and white painting hangs on the wall.,"Uh, this old black and white one.",hsi_4_0717_211_003_48_000_color.png,painting,Painting_5ebe949b,exact,single,hsi_4_0717_211_003,48
that couch,The dog bed is behind the couch.,There's a there's a there's a dog bed behind that couch.,hsi_6_0718_210_002_84_001_color.png,DogBed_d4afafd0,Sofa_b5cc7b35,exact,single,hsi_6_0718_210_002,84
a palm tree,A palm tree stands behind the couch.,"Yes, it's a palm tree.",hsi_6_0718_210_002_136_001_color.png,TropicalPlantLarge (2),TropicalPlantLarge (2),exact,single,hsi_6_0718_210_002,136
sofa table,The sofa is positioned near the table and TV.,We have sofa table TV.,hsi_4_0717_211_003_2_000_color.png,Sofa_b5c02446,CoffeeTable_dd16dc6e,exact,single,hsi_4_0717_211_003,2
the painting,"The chair fits well at the table with the computer, next to the painting.","It fits very well at the table with the computer and the, and the painting just next to it.",hsi_3_0715_209_008_23_003_color.png,Chair_204_2,WallPainting3,exact,single,hsi_3_0715_209_008,23
the plant,The houseplant sits by the window.,"It's nice that I have a little water, a little watering can, you know, to go to the plant and go, do, do, do, do, do, do.",hsi_6_0718_209_001_142_002_color.png,HousePlant_8110ba59,HousePlant_8110ba59,exact,single,hsi_6_0718_209_001,142
the rug,The rug stays under the coffee table.,the rug stays,hsi_6_0718_222_003_44_000_color.png,Rug,Rug,exact,single,hsi_6_0718_222_003,44
a small table,A statue sits on the small table.,"And then you have a small table over there and you have some art, maybe I think the statues",hsi_4_0717_222_003_63_000_color.png,statue,SideTable_cb8929ce,exact,single,hsi_4_0717_222_003,63
a dog,The dog statue sits on the shelf by the window.,It's kind of like a dog.,hsi_6_0718_222_001_128_001_color.png,Dog_Statue_1,Dog_Statue_1,exact,single,hsi_6_0718_222_001,128
the TV,The painting hangs above the TV.,And then you have one focal point here with the TV.,hsi_7_0719_222_004_62_000_color.png,painting,Television_f9d000b1,exact,single,hsi_7_0719_222_004,62
the big one,The big television is mounted on the wall.,"That one, the big one.",hsi_5_0718_211_003_33_001_color.png,Television_f5fb6360,Television_f5fb6360,exact,single,hsi_5_0718_211_003,33
the fireplace,The desk is positioned next to the window.,"Because uh maybe the TV would look really nice on top of the of the fireplace, and then you can move the desk toward this area here, maybe next to the window, which would be nice if you work here to have some natural light while you're working. I think that would be nice.",hsi_7_0719_209_003_25_001_color.png,Desk_204_1,Fireplace,exact,single,hsi_7_0719_209_003,25
The desk,The desk stands against the wall near the fireplace.,The desk.,hsi_5_0718_209_003_18_000_color.png,Desk_204_1,Desk_204_1,exact,single,hsi_5_0718_209_003,18
the statue,The statue stands right in front of you.,"And also I I, that is a gift from a friend, the statue right behind you, right in front of you.",hsi_4_0717_210_001_34_001_color.png,StatueJacket1,StatueJacket1,exact,single,hsi_4_0717_210_001,34
a light one,The light statue stands on a pillar.,"Well, on a pillar. I mean, if the... because there's a black one and a light one.",hsi_4_0717_210_003_44_001_color.png,statue,Statue_b7418b43,exact,single,hsi_4_0717_210_003,44
lights,A chandelier hangs from the ceiling.,You might have noticed I actually have a ton of lights all along the ceiling.,hsi_6_0718_227_001_135_000_color.png,Chandelier,CeilingLights,exact,single,hsi_6_0718_227_001,135
the rug,The red garbage bin sits next to the desk by the rug.,Or maybe if you want to keep one then keep the red one cuz that goes well together with with the rug and you can have that next to your desk.,hsi_4_0717_222_003_47_003_color.png,garbage bin,Rug,exact,single,hsi_4_0717_222_003,47
an ugly lamp,An ugly lamp stands in the corner.,"Except here, there's an ugly lamp.",hsi_6_0718_222_003_84_000_color.png,FloorLamp_0211624d,FloorLamp_0211624d,exact,single,hsi_6_0718_222_003,84
this sofa,The television is positioned to be viewed from the sofa.,"And then this ah s-, this sofa is really working for that. So, the whole set is just put to be able to see the movies.",hsi_7_0719_227_002_59_000_color.png,Television_905e84a9,Sofa_8bd689dc,exact,single,hsi_7_0719_227_002,59
The desk,The desk disrupts the room's atmosphere.,"The desk, you you can't have that here because it's eh ruining the whole atmosphere.",hsi_5_0718_209_003_7_000_color.png,Desk_204_1,Desk_204_1,exact,single,hsi_5_0718_209_003,7
the couch,A mark is visible on the couch.,"Oh, that mark on the, on the couch, you see?",hsi_3_0715_210_010_85_001_color.png,sofa,Sofa_b5cc7b35,exact,single,hsi_3_0715_210_010,85
this window,The window extends up to the fourth floor.,"So, eh,  like this window, it's windows all the way up to the fourth floor.",hsi_5_0718_211_002_6_000_color.png,Window_4c44c73f,Window_4c44c73f,exact,single,hsi_5_0718_211_002,6
Table with a TV on it,The TV stand sits to the side with a TV on it.,"Table with a TV on it to this side instead because they have like that table, the lamp and the chair, they go together, nicely you take this sofa and put that on that wall instead.",hsi_4_0717_211_003_27_000_color.png,TVStand_5591333a,TVStand_5591333a,exact,single,hsi_4_0717_211_003,27
a different remote,The remote sits on the coffee table.,This is a different remote.,hsi_7_0719_211_004_62_001_color.png,RemoteControl_6b6acd0d,RemoteControl_6b6acd0d,exact,single,hsi_7_0719_211_004,62
chair,The armchair is next to the sack of bags.,"chair or you don't have any sofa or anything and we just just have things like that little cushion there or even, uh, the sack of bags",hsi_5_0718_210_003_45_000_color.png,ArmChairMesh,ArmChairMesh,exact,single,hsi_5_0718_210_003,45
this book,The book and badminton rackets are placed together on the shelf.,"Also th- this book together with the badminton rackets. Eh, I, That's not placed there by accident. Eh It's actually one of the world's greatest eh badminton players, eh Sarah Nicholson.",hsi_5_0718_222_002_54_000_color.png,Tennis_Racquet_4,Book_28,exact,single,hsi_5_0718_222_002,54
red bin,The red garbage bin is next to the blue bin.,The blue bin and the red bin.,hsi_4_0717_222_003_44_001_color.png,garbage bin,RedGarbageCan_97c506a7_2,exact,single,hsi_4_0717_222_003,44
the ceiling,The lamp is in the ceiling.,in the ceiling.,hsi_4_0717_211_001_58_000_color.png,lamp,ceiling,exact,single,hsi_4_0717_211_001,58
a beautiful chair,The beautiful chair is in the room.,"I mean, would, would a crazy person have, have a beautiful chair like this?",hsi_6_0718_210_001_30_000_color.png,Chair_c6d435d0,Chair_c6d435d0,exact,single,hsi_6_0718_210_001,30
chandelier,The pillow is inside the box.,"Pillow, box, uh, chandelier, box, right?",hsi_6_0718_227_002_99_002_color.png,pillow,Chandelier,exact,single,hsi_6_0718_227_002,99
the wall,A painting hangs on the wall.,I really love my the pictures I have on the wall.,hsi_3_0715_209_006_11_001_color.png,painting,Wall,exact,single,hsi_3_0715_209_006,11
the chair,The chair is placed in the room.,Why Why is there the chair?,hsi_6_0718_210_002_65_000_color.png,Chair_c6d435d0,Chair_c6d435d0,exact,single,hsi_6_0718_210_002,65
this lamp,The floor lamp stands beside the sofa.,But this lamp is looking very...,hsi_4_0717_209_002_54_000_color.png,FloorLamp_4062327b,FloorLamp_4062327b,exact,single,hsi_4_0717_209_002,54
The box,The box sits on the shelf near the window.,The box?,hsi_6_0718_222_001_156_000_color.png,Box_7d6b3e2c,Box_7d6b3e2c,exact,single,hsi_6_0718_222_001,156
the big screen,The floor lamp stands to the right of the big screen.,But with the big screen we could maybe have the lamp to the right and we make this little reading place here.,hsi_3_0715_210_011_30_000_color.png,FloorLamp_82e14abb,Television_01800a8c,exact,single,hsi_3_0715_210_011,30
a designer bin,The designer bin is placed beside the kitchen counter.,"Alright ah but ah because it's a designer bin, um... but... so it's not not very expensive, but eh c- could you... pay something for it?",hsi_5_0718_209_002_31_001_color.png,GarbageCan_cf0fc6b1,GarbageCan_cf0fc6b1,exact,single,hsi_5_0718_209_002,31
the desk,The desk is in the room.,"And how about the cleaning is like the, the desk? Is it, did you dust it?",hsi_4_0717_209_002_12_000_color.png,Desk_204_1,Desk_204_1,exact,single,hsi_4_0717_209_002,12
the TV,The watch and tennis racket lie on the surface next to the TV.,"Yeah, that's true. Watch. And the tennis racket next to the TV, I mean,",hsi_4_0717_222_003_60_002_color.png,surfaces,Television_f9d000b1,exact,single,hsi_4_0717_222_003,60
the remote control,The remote control lies next to the TV.,wherever you put the TV you put the remote control it's no problem,hsi_5_0718_210_003_71_001_color.png,RemoteControl_827d4f47,RemoteControl_827d4f47,exact,single,hsi_5_0718_210_003,71
the tele,The remote sits on the mantel above the fireplace.,"The remote also turns on the tele, uh",hsi_6_0718_222_001_19_001_color.png,fireplace,Television_f9d000b1,exact,single,hsi_6_0718_222_001,19
the floor,The dresser stands on the gray floor.,"So uh I don't know if the furniture should be gray, same as the floor",hsi_7_0719_209_003_13_001_color.png,Dresser_29dd319f,floor,exact,single,hsi_7_0719_209_003,13
Phone,The phone lies on the table.,Phone.,hsi_6_0718_211_002_92_000_color.png,CellPhone_673ecda8,CellPhone_673ecda8,exact,single,hsi_6_0718_211_002,92
phone,The phone rests on the bookcase.,"I'm structured if you can't think that when I just throw my phone and things like that, but I'm, I'm very structured and But I have a very vivid fantasy",hsi_5_0718_211_002_47_000_color.png,BookCase_a34d9887,CellPhone_673ecda8,exact,single,hsi_5_0718_211_002,47
the other woman,The fertility statue shards were found in California.,"Yeah, and, I, eh, the other woman, eh, we found her in California, actually.",hsi_3_0715_209_006_54_000_color.png,Fertility_Statue_Shards_1,Fertility_Statue_Shards_1,exact,single,hsi_3_0715_209_006,54
the couch,The sofa is positioned facing the fireplace.,And then you would just take the couch like that and have the chair there.,hsi_4_0717_209_003_21_000_color.png,sofa,sofa,exact,single,hsi_4_0717_209_003,21
keys,The keys rest on the table.,And please don't leave keys on the table.,hsi_4_0717_227_002_34_000_color.png,KeyChain_350e8f40,KeyChain_350e8f40,exact,single,hsi_4_0717_227_002,34
Television,The television rests on the stand.,Television.,hsi_6_0718_211_002_131_000_color.png,Television_f5fb6360,Television_f5fb6360,exact,single,hsi_6_0718_211_002,131
the table,The corner table stands beautifully with everything around it.,"And then I'm thinking this is beautiful here, I think, with the table and everything.",hsi_4_0717_227_002_12_001_color.png,corner2,DiningTable_d80cf940,exact,single,hsi_4_0717_227_002,12
red bin,The red garbage bin sits by the window.,"Every day when I come home, I put my... bad thoughts in the red bin and I put my good thoughts in the blue bin. And every morning I open the bin... eller... or the window sorry. [laugh] I'm a bit tired so [I] open the window and I pour out the bad thoughts so every day I'm getting rid of my bad thoughts from the day before and then I...",hsi_5_0718_222_002_15_000_color.png,garbage bin,RedGarbageCan_97c506a7_2,exact,single,hsi_5_0718_222_002,15
the couch,The television is positioned across from the couch.,Then it's possible to just sit in the couch or the chair to watch the TV.,hsi_4_0717_209_003_40_001_color.png,television,sofa,exact,single,hsi_4_0717_209_003,40
the panda,The panda teddy bear sits on the shelf.,"No, I don't want the panda. You take the panda.",hsi_4_0717_211_002_34_000_color.png,Teddy_Bear_2,Teddy_Bear_2,exact,single,hsi_4_0717_211_002,34
TV,The television is mounted on the wall.,"Yes, d- do you watch TV a lot",hsi_5_0718_209_003_12_000_color.png,Television_002818f8,Television_002818f8,exact,single,hsi_5_0718_209_003,12
the table,The table sits under the chandelier in the corner.,"Yeah, the chandelier and the table under the cha- chandelier with... It's nice and spacious, which is beautiful.",hsi_4_0717_227_002_13_001_color.png,corner2,DiningTable_d80cf940,exact,single,hsi_4_0717_227_002,13
the pillow,The pillow is inside the box.,Yes f- of course it looks ugly and you will stumble over it. [breath] Eh so uh [breath] you can put that... pillow in eh put the pillow in that and throw it away.,hsi_5_0718_227_002_39_003_color.png,Box_c423d56d_2,pillow_20,exact,single,hsi_5_0718_227_002,39
the table,The sofa table supports the TV.,Is it almost looks like they're bought together and also that one. I mean the table that the TV lies on.,hsi_4_0717_211_003_5_002_color.png,Sofa_b5c02446,TVStand_5591333a,exact,single,hsi_4_0717_211_003,5
a window,The window opens to mimic a balcony twelve meters above the ground.,"Eh, it's a window. So so you're just supposed to think it's a balcony. But you can actually open it... [breath] that way. Uh because if you would open it that way you would walk out uh... But it's... eh since we are eh [breath] twelve meters up in the air you don't want to fall over the...",hsi_5_0718_227_001_1_001_color.png,Windows,Windows,exact,single,hsi_5_0718_227_001,1
the sofa,The sofa sits between the fireplace and the armchair.,"eh [breath] like, a whole couch, that uh sits together, or, maybe, we could also, place the sofa between...",hsi_5_0718_209_003_11_000_color.png,Sofa_dcb895fb,Sofa_dcb895fb,exact,single,hsi_5_0718_209_003,11
that sofa,The dog bed is behind the sofa.,"Oh, there's something behind that sofa there, actually.",hsi_6_0718_210_002_78_000_color.png,DogBed_d4afafd0,Sofa_b5cc7b35,exact,single,hsi_6_0718_210_002,78
tennis racket,The book lies next to the tennis racket.,"once this tennis, tennis racket breaks, just pick this and just start throwing it.",hsi_6_0718_222_003_179_001_color.png,book,Tennis_Racquet_4,exact,single,hsi_6_0718_222_003,179
the man,The statue stands near the man over there.,If we change with the man over there.,hsi_3_0715_227_004_44_000_color.png,statue2,Statue_0ba19690,exact,single,hsi_3_0715_227_004,44
monitor,The laptop sits next to the monitor.,"I just I just Yeah, I have a remote job, at least so I can, you can see over there at my, my monitor and my computer, I can't connect them.",hsi_6_0718_209_001_33_001_color.png,Laptop_c535f2bc,Desk_204_1,exact,single,hsi_6_0718_209_001,33
That book,The book lies on the desk.,"That book, it also has, I mean, like knowledge is just, yeah.",hsi_6_0718_209_003_164_000_color.png,Book_7e290dff,Book_7e290dff,exact,single,hsi_6_0718_209_003,164
statue,The dog statue sits at the end of the mantelpiece.,"Actually, like, eeh, the only thing you need to do is that little, little Jade's dog statue, move it to the, to the end of the mantelpiece, right?",hsi_6_0718_222_003_185_001_color.png,Dog_Statue_1,Dog_Statue_1,exact,single,hsi_6_0718_222_003,185
the desk,The desk faces the picture.,So I could actually put the desk facing the... the picture.,hsi_7_0719_209_001_23_000_color.png,Desk_204_1,Desk_204_1,exact,single,hsi_7_0719_209_001,23
the couch,The sofa sits in the living room.,"Let me think, I don't know about the couch.",hsi_4_0717_211_003_11_000_color.png,Sofa_b5c02446,Sofa_b5c02446,exact,single,hsi_4_0717_211_003,11
the tennis racket,The tennis racket rests next to the TV.,"Yeah, that's true. Watch. And the tennis racket next to the TV, I mean,",hsi_4_0717_222_003_60_001_color.png,surfaces,Tennis_Racquet_4,exact,single,hsi_4_0717_222_003,60
the couch,The sofa is positioned there.,or maybe we should have like the couch there,hsi_4_0717_210_003_19_000_color.png,Sofa_b5cc7b35,Sofa_b5cc7b35,exact,single,hsi_4_0717_210_003,19
golden lady on the table,The golden statue stands on the table.,"but this is my golden piece, the golden lady on the table",hsi_4_0717_227_004_34_001_color.png,Statue_5f1e0f9c,Statue_5f1e0f9c,exact,single,hsi_4_0717_227_004,34
the statues,The dusty statues are visible from here.,"So, uh yeah, all the statues, this one, this one, from, still from here I can see it's it's it's dusty.",hsi_3_0715_227_003_28_000_color.png,artwork,Statue_0ba19690,exact,single,hsi_3_0715_227_003,28
the TV,The television is positioned across from the couch and chair.,Then it's possible to just sit in the couch or the chair to watch the TV.,hsi_4_0717_209_003_40_003_color.png,television,television,exact,single,hsi_4_0717_209_003,40
the roof,The painting hangs on the roof alongside the plants.,And it goes so well together with the plants hanging there on the roof.,hsi_4_0717_210_001_49_002_color.png,Painting_0f25d3f4_3,ceiling,exact,single,hsi_4_0717_210_001,49
the card,The card is for the trash room.,And the card is uh for the um trash room.,hsi_7_0719_211_002_70_000_color.png,CreditCard_1f5b07d9,CreditCard_1f5b07d9,exact,single,hsi_7_0719_211_002,70
the computer,The computer sits on the small table with a drawer.,"Tha- the statue? No not that not that table the table the the small one here with the drawer, because you can open the drawer and put things there inside as well. So I think that that might work. Of course the computer I don't... Do you keep it there normally?",hsi_7_0719_222_004_28_003_color.png,CoffeeSideTable_ecd457feTable_55f895de,Laptop_4,exact,single,hsi_7_0719_222_004,28
lamp,The desk lamp with a glued head sits on the radiator.,I got so you might you might have noticed it's it's kind of weird looking actually that's a that's a that's a radiator that I then glued the head of another lamp onto.,hsi_6_0718_210_001_94_002_color.png,DeskLamp_3d0b0fb7,DeskLamp_3d0b0fb7,exact,single,hsi_6_0718_210_001,94
a television,The television is in the room.,It's like you can't have a television in a room because it distracts.,hsi_6_0718_209_003_35_000_color.png,Television_002818f8,Television_002818f8,exact,single,hsi_6_0718_209_003,35
the big plants,The big palm tree stands in the corner.,"Keep the plant over there because it, it will be nice. Oh, I know, uh, sorry the big plants. The big palm tree.",hsi_4_0717_211_003_28_002_color.png,HousePlant1Large_2,HousePlant1Large_2,exact,single,hsi_4_0717_211_003,28
the big couch,The remote control lies on the big couch.,on the big couch,hsi_4_0717_210_003_54_000_color.png,RemoteControl_827d4f47,ArmChairMesh,exact,single,hsi_4_0717_210_003,54
higher table,The statue sits on a higher table.,"I think it's good. I think it gives uh kind of a focal point as well, but I would actually put it in an in a higher table.",hsi_7_0719_222_004_73_003_color.png,Statue_24d96a63,SideTable_cb8929ce,exact,single,hsi_7_0719_222_004,73
the carpet,"The rug lies on the floor, slightly faded by the sun.",I understand but I see that the carpet changed a bit color and I think it's because of the sun. It has come... it has changed the color of the carpet.,hsi_3_0715_209_008_43_000_color.png,Rug,Rug,exact,single,hsi_3_0715_209_008,43
the walls,WallPainting3 is displayed on the walls.,with a lot of paintings in the ceiling and on the walls.,hsi_4_0717_209_001_27_001_color.png,WallPainting3,WallPainting3,exact,single,hsi_4_0717_209_001,27
the couch,The brown couch sits plainly in the room.,"But also the couch, I think, um yeah, the brown, it's a little bit ah too plain for this room.",hsi_7_0719_210_002_6_000_color.png,Sofa_b5cc7b35,Sofa_b5cc7b35,exact,single,hsi_7_0719_210_002,6
the figure,The green marble dog statue is visible there.,"And eh if you can see the the figure there, it's ah green marble.",hsi_7_0719_222_002_10_000_color.png,Dog_Statue_1,Dog_Statue_1,exact,single,hsi_7_0719_222_002,10
the dark desk,The dark desk sits under the painting on the wall.,"If the desk were to be under that, that would look much more like one piece of furniture, go together quite well, I think, with the dark desk and the",hsi_4_0717_209_003_50_003_color.png,painting,desk,exact,single,hsi_4_0717_209_003,50
that bin,The garbage can is placed by the door.,And why did I put that bin over there?,hsi_5_0718_210_002_54_000_color.png,GarbageCan_43439bc1,GarbageCan_43439bc1,exact,single,hsi_5_0718_210_002,54
TV,The television stands against the wall.,Did you... break the glass? Of the... TV?,hsi_7_0719_211_004_36_001_color.png,Television_f5fb6360,Television_f5fb6360,exact,single,hsi_7_0719_211_004,36
Stars in the Night,"The painting ""Stars in the Night"" hangs on the wall.",Stars in the Night or something. And and have you seen the film Notting Hill?,hsi_5_0718_222_002_26_000_color.png,painting,Painting_eda6d5e1 (1),exact,single,hsi_5_0718_222_002,26
that pillow,"The box sits on the floor, ready to hold the pillow.",Yes f- of course it looks ugly and you will stumble over it. [breath] Eh so uh [breath] you can put that... pillow in eh put the pillow in that and throw it away.,hsi_5_0718_227_002_39_002_color.png,Box_c423d56d_2,pillow_20,exact,single,hsi_5_0718_227_002,39
honeycomb lamp,The honeycomb lamp stands by the box of honey nut Cheerios.,"Yeah, I got my honeycomb lamp there for my honey nut Cheerios.",hsi_6_0718_227_001_100_000_color.png,Floor_Lamp_9,Floor_Lamp_9,exact,single,hsi_6_0718_227_001,100
the painting,The painting hangs above the drawers.,"And we have to put up the painting a little bit higher, so it doesn't it's become too close to the table.",hsi_3_0715_227_004_65_000_color.png,Drawers,Painting_14c2df0d,exact,single,hsi_3_0715_227_004,65
the TV,The remote control lies next to the TV.,wherever you put the TV you put the remote control it's no problem,hsi_5_0718_210_003_71_000_color.png,RemoteControl_827d4f47,Television_01800a8c,exact,single,hsi_5_0718_210_003,71
a new sofa,A new sofa is needed in the living room.,"I don't know what what your budget is, but could you, uh, think of buying a new sofa?",hsi_5_0718_210_003_7_000_color.png,Sofa_b5cc7b35,Sofa_b5cc7b35,exact,single,hsi_5_0718_210_003,7
windows,The window is located on the far wall.,And then of course what we should have to do You know there's a new technique now where you put a screen there are special windows,hsi_5_0718_211_003_44_001_color.png,Window_4c44c73f,Window_4c44c73f,exact,single,hsi_5_0718_211_003,44
this remote,The remote lies on the mantel above the fireplace.,"Yeah, this, this remote, it's not just for the television.",hsi_6_0718_222_001_18_001_color.png,fireplace,RemoteControl_5a0e7720,exact,single,hsi_6_0718_222_001,18
the armchair,The armchair is positioned next to the couches.,"Ah every every eh... No, I inherited the couch couches and the armchair.",hsi_5_0718_222_002_72_002_color.png,ArmChair_3ba6dec5,ArmChair_3ba6dec5,exact,single,hsi_5_0718_222_002,72
laptop,The laptop rests on the carpet by the window.,"Oh, it's just standing there because I I didn't move it. Y- you can see I... I usually sit there because then I can watch out eh through the window. And and I like that one because I... I... I like to have a laptop because eh then I can... sit anywhere I want. I like to, sometimes I sit on the carpet here ah and sometimes, oh!",hsi_5_0718_227_001_40_005_color.png,Laptop_d9d44fbe,Laptop_d9d44fbe,exact,single,hsi_5_0718_227_001,40
that trash,The trash can is placed near the radiator.,Let's see what else I got. I got that trash can.,hsi_6_0718_210_001_114_000_color.png,GarbageCan_43439bc1,GarbageCan_43439bc1,exact,single,hsi_6_0718_210_001,114
bureau,The dresser stands near the couch.,"The bureau! Let's call it a bureau. It's not really but that's the name right now. So desk, bureau and the couch",hsi_4_0717_209_003_35_004_color.png,dresser,dresser,exact,single,hsi_4_0717_209_003,35
this huge furniture,The large dresser stands against the wall.,"Bureau, I don't even know. I forgot the name of it... but this huge furniture.",hsi_4_0717_209_003_25_002_color.png,dresser,dresser,exact,single,hsi_4_0717_209_003,25
Phone,The phone lies on the coffee table.,Phone keys keys keys.,hsi_4_0717_211_002_43_000_color.png,CoffeeTable_dd16dc6e,CellPhone_673ecda8,exact,single,hsi_4_0717_211_002,43
the gold one,The gold pot sits on the shelf.,"Like that red one and that, and the, the, the gold one.",hsi_6_0718_227_001_67_001_color.png,pots2,Vase_ba57ab3d,exact,single,hsi_6_0718_227_001,67
keys,The car keys are on the couch.,And there are my car keys.,hsi_6_0718_209_001_18_000_color.png,KeyChain_bcaeb4b5,KeyChain_bcaeb4b5,exact,single,hsi_6_0718_209_001,18
"box, right?",The pillow is in the box on the right.,"Pillow, box, uh, chandelier, box, right?",hsi_6_0718_227_002_99_003_color.png,pillow,Box_c423d56d_2,exact,single,hsi_6_0718_227_002,99
